title,X,author,journal,keywords,extra.keywords,abstract,publisher,pubdate,pubyear,doi,affil,affil2,doi_methods
"Behavioural consequences of visual deprivation occurring at hatch or in
the early life of chickens",3856,"Hocking, Paul M.
Haldane, Kirsty-Anne
Davidson, Emma M.
Sandoe, Peter
Kristensen, Helle H.",NA,NA,NA,"The development of behaviour in a line of chickens that are born sighted (rdd) but turn blind after hatching was compared with a line that is blind at hatch (beg) and with sighted White Leghorn controls (WL) to test the hypothesis that birds that become blind later in their life will show characteristic behaviours of both blind and sighted birds. Individual behaviour, group aggregation and behavioural synchrony were compared at 1, 5 and 9 weeks of age (experiment 1) and in the parents of these chicks at 9-13 months of age (experiment 2). Responses to visual and physical isolation were assessed at 1,5 and 9 weeks.
Analyses of home-pen behaviour showed that both rdd and beg had difficulty locating or consuming food during the first week of life. WL and rdd did not engage in abnormal behaviour (circle walking, air pecking, star gazing) at 1, 5 and 9 weeks whereas both beg and rdd adults did so. At 9 weeks beg and rdd birds showed decreased behavioural synchrony compared with WL, whereas group aggregation in rdd and WL was similar and higher than in beg. WL adults showed increased environmental pecking and higher rates of behavioural synchrony and group aggregation than both beg and rdd. Under visual isolation from conspecifics rdd chicks behaved like blind birds in some respects (e.g. decreased movement) and as sighted birds in others (e.g. peeping). The vision of rdd was apparently diminished compared with sighted controls (WL) even from an early age.
It was concluded that abnormal behaviours are a response to a complete loss of vision regardless of initial sight. Birds that became blind during rearing (rdd) may be more active as adults than birds that were blind throughout life but in general the behaviour of blind birds was similar regardless of early sight. (C) 2015 Elsevier B.V. All rights reserved.",NA,NOV,2015,101016japplanim201508004,NA,NA,NA
Behavioural Contagion Explains Group Cohesion in a Social Crustacean,4305,"Broly, Pierre
Deneubourg, Jean-Louis",PLOS COMPUT BIOL,"SLEEP-LIKE STATE; WOODLICE ISOPODA; GROUP-SIZE; ARMADILLIDIUM-VULGARE;
BEETLES COLEOPTERA; PREDATOR AVOIDANCE; GREGARIOUS INSECT; LAND ISOPODS;
AGGREGATION; DECISION",NA,"In gregarious species, social interactions maintain group cohesion and the associated adaptive values of group living. The understanding of mechanisms leading to group cohesion is essential for understanding the collective dynamics of groups and the spatio-temporal distribution of organisms in environment. In this view, social aggregation in terrestrial isopods represents an interesting model due to its recurrence both in the field and in the laboratory. In this study, and under a perturbation context, we experimentally tested the stability of groups of woodlice according to group size and time spent in group. Our results indicate that the response to the disturbance of groups decreases with increases in these two variables. Models neglecting social effects cannot reproduce experimental data, attesting that cohesion of aggregation in terrestrial isopods is partly governed by a social effect. In particular, models involving calmed and excited individuals and a social transition between these two behavioural states more accurately reproduced our experimental data. Therefore, we concluded that group cohesion (and collective response to stimulus) in terrestrial isopods is governed by a transitory resting state under the influence of density of conspecifics and time spent in group. Lastly, we discuss the nature of direct or indirect interactions possibly implicated.",PUBLIC LIBRARY SCIENCE,JUN,2015,101371journalpcbi1004290,"[Broly, Pierre; Deneubourg, Jean-Louis] Univ Libre Bruxelles, Unite Ecol Sociale, Brussels, Belgium./[Broly, Pierre] Univ Lille Nord France, UCLILLE, Fac Gest Econ & Sci, Lab Ecol & Biodivers, Lille, France.","Broly, P (reprint author), Univ Libre Bruxelles, Unite Ecol Sociale, Campus Plaine, Brussels, Belgium.",10_1371_journal_pcbi_1004290
"Behavioural Differences between Single Scandinavian Brown Bears (Ursus
arctos) and Females with Dependent Young When Experimentally Approached
by Humans",4498,"Sahlen, Veronica
Ordiz, Andres
Swenson, Jon E.
Stoen, Ole Gunnar",PLOS ONE,"LARGE CARNIVORES; MODEL SELECTION; GRIZZLY BEARS; UNITED-STATES;
ATTACKS; SIZE; CONSERVATION; POPULATION; DISTURBANCE; PREDATORS",NA,"Carnivore-human encounters that result in human injury present a conservation and management challenge and it is therefore important to understand under what conditions such incidents occur. Females with cubs are often involved when humans are injured by brown bears Ursus arctos. In Scandinavia, this is particularly true for unarmed recreational forest users. Our aim was to document behavioural differences between single bears and females with cubs in order to develop recommendations to minimize the risk of injuries to recreational forest users. We documented the reactions of GPS-collared females with cubs and single brown bears to experimental approaches by humans to 50 m from the bear on 42 and 108 occasions, respectively. The majority of females with cubs (95%) and single bears (89%) left when approached. Bears that left were passed at shorter distances and were in more open areas than those that stayed. Both groups had similar flight initiation distances, which were longer for bears that were active at the time of the disturbance. Females with cubs selected more open habitat than single bears, also for the new site they selected following disturbance. Females with cubs, particularly active females with cubs of the year, moved greater distances and spent more time active following the approach. Females with cubs and single bears were seen or heard in 26% and 14% of the approaches, respectively. None of the bears displayed any aggressive behaviour during the approaches. Females with cubs selected more open habitat, perhaps predisposing them to encountering people that are not involved in hunting activities, which might be the primary explanation why females with cubs are most frequently involved when unarmed people are injured by bears in Scandinavia. To mitigate injury risks, one must consider factors that bring bears closer to human activity in the first place.",PUBLIC LIBRARY SCIENCE,APR 1,2015,101371journalpone0121576,"[Sahlen, Veronica; Ordiz, Andres; Swenson, Jon E.; Stoen, Ole Gunnar] Norwegian Univ Life Sci, Dept Ecol & Nat Resource Management, As, Norway./[Ordiz, Andres] Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, Riddarhyttan, Sweden./[Swenson, Jon E.] Norwegian Inst Nat Res, N-7004 Trondheim, Norway./[Stoen, Ole Gunnar] Swedish Univ Agr Sci, Dept Wildlife Fish & Environm Studies, S-90183 Umea, Sweden.","Sahlen, V (reprint author), Norwegian Univ Life Sci, Dept Ecol & Nat Resource Management, As, Norway.",10_1371_journal_pone_0121576
"Behavioural drivers of the ecological roles and importance of marine
mammals",4555,"Kiszka, Jeremy J.
Heithaus, Michael R.
Wirsing, Aaron J.",MAR ECOL PROG SER,"BOTTLE-NOSED DOLPHINS; MEDIATED INDIRECT INTERACTIONS; PREDATOR-PREY
INTERACTIONS; TRANSIENT KILLER WHALES; SOUTHWEST INDIAN-OCEAN; SEALS
PHOCA-VITULINA; STENELLA-LONGIROSTRIS; TURSIOPS-TRUNCATUS; SEAGRASS
ECOSYSTEM; HARBOR PORPOISES","Marine mammals; Risk effects; Behaviourally mediated indirect
interactions; BMII; Nutrient transport; Behavioural facilitation","Marine mammals feed at a variety of trophic levels, occur from freshwater to open-ocean ecosystems and are found across virtually all latitudes. Due to their high historical, and sometimes present-day, abundances, capability for large-scale movements and high metabolic rates, they have the potential to affect the structure and function of ecosystems through a variety of mechanisms over both ecological and evolutionary time. Usually, the effects of marine mammals on ecosystems are explicitly or implicitly considered to occur through their ability to remove prey through direct predation. Recent empirical studies and a rich theoretical framework, however, demonstrate that marine mammals can affect ecosystems through more diverse pathways, including those that are driven by marine mammal behaviour. Thus, non-consumptive effects of and on marine mammals may be critical in shaping their ecological importance. Non-consumptive effects may include risk effects, whereby predators induce costly changes to prey behaviour that impact prey population sizes or the magnitude and spatiotemporal patterns of prey impacts on communities (e.g. behaviour-mediated trophic cascades). Changes in the abundance of large apex predators (both marine mammals and sharks) and the introduction of perceived and real risks (human disturbance) may also affect behaviours of marine mammals and their prey that cascade to the wider ecosystem; the conditions under which such cascading effects might be most important, however, remain poorly understood. Other behaviour-driven ecological roles of marine mammals may include foraging tactics that facilitate the foraging of other species (especially seabirds), translocating nutrients and linking the dynamics of spatially distinct food webs.",INTER-RESEARCH,MAR 16,2015,103354meps11180,"[Kiszka, Jeremy J.; Heithaus, Michael R.] Florida Int Univ, Dept Biol Sci, Marine Sci Program, North Miami, FL 33181 USA./[Wirsing, Aaron J.] Univ Washington, Sch Environm & Forest Sci, Seattle, WA 98195 USA.","Kiszka, JJ (reprint author), Florida Int Univ, Dept Biol Sci, Marine Sci Program, 3000 NE 151St, North Miami, FL 33181 USA.",NA
"Behavioural flexibility in migratory behaviour in a long-lived large
herbivore",3279,"Eggeman, Scott L.
Hebblewhite, Mark
Bohm, Holger
Whittington, Jesse
Merrill, Evelyn H.",J ANIM ECOL,"PREDATION RISK; POPULATION-DYNAMICS; RESIDENT ELK; FORAGE; PATTERNS;
MIGRANT; MODEL; LIFE; CONSEQUENCES; VARIABILITY","Banff National Park; behavioural plasticity; behavioural syndrome;
Cervus elaphus; density dependence; elk; migration; partial migration;
ungulate; Yellowstone National Park","Migratory animals are predicted to enhance lifetime fitness by obtaining higher quality forage and/or reducing predation risk compared to non-migratory conspecifics. Despite evidence for behavioural flexibility in other taxa, previous research on large mammals has often assumed that migratory behaviour is a fixed behavioural trait. Migratory behaviour may be plastic for many species, although few studies have tested for individual-level flexibility using long-term monitoring of marked individuals, especially in large mammals such as ungulates. We tested variability in individual migratory behaviour using a 10-year telemetry data set of 223 adult female elk (Cervus elaphus) in the partially migratory Ya Ha Tinda population in Alberta, Canada. We used net squared displacement (NSD) to classify migratory strategy for each individual elk-year. Individuals switched between migrant and resident strategies at a mean rate of 15% per year, and migrants were more likely to switch than residents. We then tested how extrinsic (climate, elk/wolf abundance) and intrinsic (age) factors affected the probability of migrating, and, secondly, the decision to switch between migratory strategies. Over 630 individual elk-years, the probability of an individual elk migrating increased following a severe winter, in years of higher wolf abundance, and with increasing age. At an individual elk level, we observed 148 switching events of 430 possible transitions in elk monitored at least 2years. We found switching was density-dependent, where migrants switched to a resident strategy at low elk abundance, but residents switched more to a migrant strategy at high elk abundance. Precipitation during the previous summer had a weak carryover effect, with migrants switching slightly more following wetter summers, whereas residents showed the opposite pattern. Older migrant elk rarely switched, whereas resident elk switched more frequently to migrate at older ages. Our results show migratory behaviour in ungulates is an individually variable trait that can respond to intrinsic, environmental and density-dependent forces. Different strategies had opposing responses to density-dependent and intrinsic drivers, providing a stabilizing mechanism for the maintenance of partial migration and demographic fitness in this population.",WILEY,MAY,2016,1.01111136526561E+018,"[Eggeman, Scott L.; Hebblewhite, Mark] Univ Montana, Coll Forestry & Conservat, Wildlife Biol Program, Dept Ecosyst & Conservat Sci, 32 Campus Dr, Missoula, MT 59812 USA./[Bohm, Holger; Merrill, Evelyn H.] Univ Alberta, Dept Biol Sci, Edmonton, AB T6G 2E9, Canada./[Whittington, Jesse] Banff Natl Pk, Parks Canada, Resource Conservat, Banff, AB, Canada.","Hebblewhite, M (reprint author), Univ Montana, Coll Forestry & Conservat, Wildlife Biol Program, Dept Ecosyst & Conservat Sci, 32 Campus Dr, Missoula, MT 59812 USA.",NA
"Behavioural flexibility in reef fishes responding to a rapidly changing
wave environment",6562,"Heatwole, Siobhan J.
Fulton, Christopher J.",MAR BIOL,"CORAL-REEF; SWIMMING SPEED; FUNCTIONAL-GROUPS; HABITAT USE; PATTERNS;
FLOW; COLONIZATION; ASSEMBLAGES; PERFORMANCE; PLASTICITY",NA,"Flexible traits can be crucial in helping animals meet the challenges of a highly variable environment. We examined whether coral reef fishes systematically alter their swimming behaviour in response to temporal changes in hydrodynamic conditions. Exploiting site-based differences in wave energy impinging on reef habitats over calm and rough weather, we found many reef fishes changed their swimming behaviour alongside increases in wave-driven water motion. Most fishes tended to orient their bodies parallel to oncoming wave-driven flow and recruited additional stabilising fins during rough weather; such changes in swimming behaviour aid stability and minimise drag. However, not all species displayed such flexibility, with fishes possessing highly tapered pectoral fins and high levels of swimming performance continuing to successfully navigate reef habitats without significantly altering their swimming behaviour. We highlight how labile behaviours augment the morphology and performance of species to underpin their occupation of habitats subject to variable environmental conditions.",SPRINGER,MAR,2013,101007s0022701221232,"[Heatwole, Siobhan J.; Fulton, Christopher J.] Australian Natl Univ, ARC Ctr Excellence Coral Reef Studies, Res Sch Biol, Canberra, ACT 0200, Australia.","Fulton, CJ (reprint author), Australian Natl Univ, ARC Ctr Excellence Coral Reef Studies, Res Sch Biol, GPO Box 4, Canberra, ACT 0200, Australia.",10_1007_s00227_012_2123_2
"Behavioural interactions between a rare male phenotype and female
unisexual Lepidodactylus lugubris",12430,"Brown, SG
MurphyWalker, S",HERPETOL J,HYBRIDIZATION,NA,"A rare male phenotype of the unisexual gecko, Lepidodactylus lugubris, was captured on the University of Hawaii, Hilo campus. The male was housed with females in different stages oftheir reproductive cycles. Observations were made of interactions between the male and individual females. The male approached females with either no evidence of egg development or small, probably ovarian, eggs more often than females with larger, probably oviductal, eggs; and was observed neck-biting and moving on top of females although no intromissions or copulations were observed. Female geckos were more aggressive than the male; the male was less likely to approach females that reacted to his approaches aggressively. Although it seemed that the male was attempting to court the female geckos, we do not know if courtship attempts failed because ofthe male or female behaviour. Sperm were present in the testes and epididymis. However, all motile sperm appeared to be headless, suggesting that the male was infertile.",BRITISH HERPETOL SOC,JUL,1996,nodoi5283543172,NA,"Brown, SG (reprint author), UNIV HAWAII,SOCIAL SCI DIV,HILO,HI 96720, USA.",NA
"Behavioural mapping of a pelagic seabird: combining multiple sensors and
a hidden Markov model reveals the distribution of at-sea behaviour",6685,"Dean, Ben
Freeman, Robin
Kirk, Holly
Leonard, Kerry
Phillips, Richard A.
Perrins, Chris M.
Guilford, Tim",J R SOC INTERFACE,"SHEARWATERS PUFFINUS-PUFFINUS; AREA-RESTRICTED SEARCH; TIDAL MIXING
FRONT; WESTERN IRISH SEA; MANX SHEARWATERS; WANDERING ALBATROSS;
POSITIONAL ENTROPY; MARINE PREDATOR; ANIMAL MOVEMENT; GPS TRACKING",animal behaviour; animal movement; foraging; HMM; state-space model,"The use of miniature data loggers is rapidly increasing our understanding of the movements and habitat preferences of pelagic seabirds. However, objectively interpreting behavioural information from the large volumes of highly detailed data collected by such devices can be challenging. We combined three biologging technologies-global positioning system (GPS), saltwater immersion and time-depth recorders-to build a detailed picture of the at-sea behaviour of the Manx shearwater (Puffinus puffinus) during the breeding season. We used a hidden Markov model to explore discrete states within the combined GPS and immersion data, and found that behaviour could be organized into three principal activities representing (i) sustained direct flight, (ii) sitting on the sea surface, and (iii) foraging, comprising tortuous flight interspersed with periods of immersion. The additional logger data verified that the foraging activity corresponded well to the occurrence of diving. Applying this approach to a large tracking dataset revealed that birds from two different colonies foraged in local waters that were exclusive, but overlapped in one key area: the Irish Sea Front (ISF). We show that the allocation of time to each activity differed between colonies, with birds breeding furthest from the ISF spending the greatest proportion of time engaged in direct flight and the smallest proportion of time engaged in foraging activity. This type of analysis has considerable potential for application in future biologging studies and in other taxa.",ROYAL SOC,JAN 6,2013,101098rsif20120570,"[Dean, Ben; Kirk, Holly; Guilford, Tim] Univ Oxford, Dept Zool, Anim Behav Res Grp, Oxford OX1 3PS, England./[Perrins, Chris M.] Univ Oxford, Dept Zool, Edward Grey Inst Field Ornithol, Oxford OX1 3PS, England./[Freeman, Robin] UCL, CoMPLEX, London WC1E 6BT, England./[Freeman, Robin] Microsoft Res Ltd, Computat Ecol & Environm Sci, Cambridge CB3 0FB, England./[Leonard, Kerry] Copeland Bird Observ, Bangor BT19 1RZ, Down, Wales./[Phillips, Richard A.] British Antarctic Survey, Nat Environm Res Council, Cambridge CB3 0ET, England.","Dean, B (reprint author), Univ Oxford, Dept Zool, Anim Behav Res Grp, Oxford OX1 3PS, England.",3565783
Behavioural mechanisms of competition in small dasyurid marsupials,11909,"Righetti, J
Fox, BJ
Croft, DB",AUST J ZOOL,"ANTECHINUS-STUARTII MARSUPIALIA; INTERSPECIFIC COMPETITION;
INSECTIVOROUS MAMMALS; COMMUNITY; MICROTUS; RODENTS; ORGANIZATION;
MANIPULATION; SUCCESSION; DOMINANCE",NA,"The competitive behaviour of three species of small dasyurid marsupial, Antechinus swainsonii, Antechinus stuartii and Sminthopsis murina, was assessed in specially designed enclosures and smaller encounter cages, by videotaping the activity of pairs of animals, both as conspecifics and members of different species (except for A. swainsoni versus S. murina). Spatio-temporal analyses revealed differences in activity patterns and interactions within and between the species. Interference competition occurred in all intraspecific and interspecific comparisons tested. Encounter competition was judged to be the mechanism operating as all animals entered into interactions with other individuals. Encounters were particularly prevalent within Antechinus, indicating that they were more social than the relatively solitary Sminthopsis. Avoidance behaviour occurred between the two Antechinus species and this may enable them to coexist, so that this mechanism may be considered to be avoidance competition. The smaller competitor, S. murina, showed avoidance of the larger A. stuartii. Intraspecific competition was judged to be stronger than interspecific competition, but the latter could have more severe consequences, with the death of the smaller species occurring in some situations. This highlighted the asymmetric nature of competition, with body size determining the outcome of interactions between species.",C S I R O PUBLISHING,NA,2000,101071ZO00023,"Univ New S Wales, Sch Biol Sci, Sydney, NSW 2052, Australia.","Righetti, J (reprint author), Univ New S Wales, Sch Biol Sci, Sydney, NSW 2052, Australia.",10_1071_ZO00023
"Behavioural mechanisms of intake rate by heifers grazing swards of
contrasting structures",5563,"Mezzalira, Jean Carlos
De Faccio Carvalho, Paulo Cesar
Fonseca, Lidiane
Bremm, Carolina
Cangiano, Carlos
Leandro Gonda, Horacio
Laca, Emilio Andres",APPL ANIM BEHAV SCI,"FORAGING BEHAVIOR; BITE DIMENSIONS; HERBAGE INTAKE; DAIRY-COWS; GRASS
STEMS; CATTLE; HEIGHT; DETERMINANTS; MANAGEMENT; SELECTION","Cattle; Grazing behaviour; Grazing down; Harvest and cropping time;
Intake mechanisms","The relationship between herbage intake by herbivores and herbage available depends on the interaction between sward structure and animal behaviour. This relationship is a crucial component determining the stability, function and productivity of grazing systems. The present study aims at quantifying the mechanisms by which intake rate is determined in swards of contrasting structure and forage species, and it reveals the importance of animal choice in the interaction between animal and sward. We hypothesised that as sward height and herbage mass increased, bite mass and intake rate would increase. The relationship between intake rate and bite mass should exhibit a higher asymptote for the more succulent, less fibrous Avena than for Cynodon due to differences in chewing requirements per unit dry mass of intake. In four different experiments, Cynodon sp. cv. Tifton 85 and Avena strigosa cv. Iapar 61 swards of different heights were obtained by various durations of short time high-intensity grazing or by different growth periods. Bite mass and intake rate were estimated by the double-weighing technique with correction for insensible losses. Number and timing of jaw movements and bites were measured with behaviour recorders. Bite mass was the main variable determining intake rate. Contrary to expectations, bite mass first increased and then decreased with increasing sward height, a result that seems due to animal choice and not from restrictions imposed by the swards. As expected, Cynodon sp. swards required more chewing per unit DM intake due to their higher DM content (39.5 vs. 22.6, P <0.0001) and higher fibre (67.8 vs. 51.3, P <0.0001) content than A. strigosa. Harvesting and chewing jaw movements, the components of total jaw movements and time per bite, had different time costs, and values were remarkably similar to previously published values. On average, each harvesting jaw movement took 1 s and a chewing jaw movement took 0.68 s. The reduction in bite mass with increasing sward height in tall swards is discussed as a destabilising mechanism that generates spatial heterogeneity in sward height and mass. (C) 2013 Elsevier B.V. All rights reserved.",ELSEVIER SCIENCE BV,APR,2014,101016japplanim201312014,"[Mezzalira, Jean Carlos; De Faccio Carvalho, Paulo Cesar; Fonseca, Lidiane; Bremm, Carolina] Univ Fed Rio Grande do Sul, Grazing Ecol Res Grp, BR-91540000 Porto Alegre, RS, Brazil./[Cangiano, Carlos] Inst Nacl Tecnol Agr, RA-7620 Buenos Aires, DF, Argentina./[Leandro Gonda, Horacio] Natl Univ Cent State Buenos Aires, Tandil, Argentina./[Laca, Emilio Andres] Univ Calif Davis, Dept Plant & Environm Sci, Davis, CA 95616 USA.","Mezzalira, JC (reprint author), Univ Fed Rio Grande do Sul, Fac Agron, Grazing Ecol Res Grp, Av Bento Goncalves 7712, Porto Alegre, RS, Brazil.",NA
"Behavioural patterns of sea lampreys' spawning migration through
difficult passage areas, studied by electromyogram telemetry",10928,"Quintella, BR
Andrade, NO
Koed, A
Almeida, PR",J FISH BIOL,"ACID-BASE REGULATION; FREE-SWIMMING FISH; EXHAUSTIVE EXERCISE;
PETROMYZON-MARINUS; BIOTELEMETRY SYSTEM; LAKE TROUT; PERFORMANCE;
SIGNALS; SALMON","activity effort; burst swimming; EMG telemetry; obstacle negotiation;
Petromyzon marinus; River Mondego","Electromyogra telemetry (EMG) was used to study the behaviour of sea lamprey Pefromyzon marinus during migration through difficult Passage areas. When swimming on stretches free from obstacles, the EMG Values of sea lampreys showed a constant pattern of activity. Conversely, when negotiating difficult passage areas their behaviour were characterized by alternating between short bursts of intense activity (i.e. burst movements) and periods of motionless rest during which sea lampreys attached to convenient Structures by means of the Oral sucker. During blockstone weirs negotiation, tagged sea lampreys spent on average 23% of the time swimming rapidly by means Of Multiple bouts of burst movements of 31 s duration. To recover from each burst movement, the sea lampreys spent on average 2 min 25 s resting. Sea lampreys seemed affected by increasing fatigue, which probably resulted from initiating a new burst movement without fully recovering physiologically from the previous efforts. (C) 2004 The Fisheries Societe of the British Isles.",BLACKWELL PUBLISHING LTD,OCT,2004,101111j10958649200400497x,"Univ Lisbon, Fac Ciencias, Inst Oceanog, P-1749016 Lisbon, Portugal./Danish Inst Fisheries Res, Dept Inland Fisheries, Silkeborg, Denmark./Univ Evora, Dept Biol, Unidade Biol Conservacao, P-7002554 Evora, Portugal.","Quintella, BR (reprint author), Univ Lisbon, Fac Ciencias, Inst Oceanog, Campo Grande, P-1749016 Lisbon, Portugal.",NA
"Behavioural processes, ephemeral resources and spring population
dynamics of an insular lizard, Podarcis lilfordi (Squamata: Lacertidae)",3935,"Perez-Mellado, V.
Garcia-Diez, T.
Hernandez-Estevez, J. A.
Tavecchia, G.",NA,NA,NA,"Temporal changes in adult sex ratio of animal populations might be due to differences in movements, survival or detection probabilities. We used data from an intensive capture-mark-recapture study of 720 lizards at the islet of Aire (Balearic Islands, Spain) to investigate the demographic mechanisms underlying the spring uneven sex ratio. We simultaneously estimated survival (f), the proportion of transient animals (p) and the probability of recapture (p) of lizards at the study plot. We then estimated population size using open population models for individually based data and compared these with the observed values. Results indicated that males had a higher probability of recapture than females, but this was not sufficient to generate the observed male-biased sex ratio. The proportion of transient males decreased at the end of spring in parallel with the end of the blooming period of the dead horse arum, Helicodiceros muscivorus, a short-lasting food and thermoregulation resource for lizards during spring. Changes in the proportion of transients suggested that sex-dependent movements, most likely linked to a monopolising behaviour of this plant resource, were responsible for the observed difference in the number of males and females. Our results reveal how the interplay of behavioural and ecological factors explains short-term changes in population dynamics and shapes the movement patterns within the island.",NA,OCT 2,2015,1.01080112500032E+024,NA,NA,NA
"Behavioural reactions of elephants towards a dying and deceased
matriarch",10316,"Douglas-Hamilton, Iain
Bhalla, Shivani
Wittemyer, George
Vollrath, Fritz",APPL ANIM BEHAV SCI,AFRICAN ELEPHANTS,compassion; recognition; radio tracking; association analysis,"The extent to which elephants hold behavioural traits in common with human beings is relevant to the ethics of how we treat them. Observations show that elephants, like humans, are concerned with distressed or deceased individuals, and render assistance to the ailing and show a special interest in dead bodies, of their own kind. This paper reports helping and investigative behaviour of different elephants and their families towards a dying and deceased matriarch. We make use of long-term association records, GPS tracking data and direct observations. Records made around the time of death, shows that the helping behaviour and special interest exhibited was not restricted to closely related kin. The case is made that elephants, like human beings, can show compassionate behaviour to others in distress. They have a general awareness and curiosity about death, as these behaviours are directed both towards kin and non-related individuals. (c) 2006 Elsevier B.V. All rights reserved.",ELSEVIER SCIENCE BV,OCT,2006,101016japplanim200604014,"Save Elephants, Nairobi, Kenya./Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA./Univ Oxford, Dept Zool, Oxford OX1 3PS, England.","Douglas-Hamilton, I (reprint author), Save Elephants, POB 54667, Nairobi, Kenya.",NA
Behavioural response of dairy goat kids to cautery disbudding,1680,"Hempstead, Melissa N.
Waas, Joseph R.
Stewart, Mairi
Cave, Vanessa M.
Sutherland, Mhairi A.",APPL ANIM BEHAV SCI,"HEAT CAUTERIZATION; LOCAL-ANESTHESIA; YOUNG CALVES; PAIN; CORTISOL;
CASTRATION; KETOPROFEN; CATTLE",Behaviour; Cautery disbudding; Goat kids; Pain; Welfare,"Behavioural changes associated with cautery disbudding of female Saanen dairy goat kids were assessed. At 4 2 days of age; kids were randomly assigned to one of two treatment groups: (i) disbudded with a cautery iron (CAUT, n = 5) and (ii) sham handled and not disbudded (SHAM, n = 5). Animals were video recorded 12 h pre- and post-treatment in the home pen. One trained observer recorded the frequency of 11 behaviours: allogrooming, body shaking, ear biting, feeding, head butting, head rubbing, head scratching, head shaking, jumping, running and self-grooming. In addition, total lying duration and number of lying bouts were measured using accelerometers. The mean post-treatment frequencies (corrected for the frequencies pre-treatment) were compared between treatment groups. CAUT and SHAM kids performed the same behaviours before and after treatment, however the frequency of certain behaviours changed in response to disbudding. Behaviours (mean +/- SEM) that were significantly different between CAUT and SHAM kids were: head shaking (31.2 +/- 3.11 vs. 17.5 +/- 1.79; P = 0.03), head scratching (15.8 +/- 5.90 vs. 2.2 +/- 1.11; P = 0.04), head rubbing (4.2 +/- 0.77 vs. 0.8 +/- 0.27; P = 0.02) and body shaking (6.1 +/- 0.36 vs. 8.8 +/- 0.49; P = 0.02). Self grooming was performed at much higher frequencies in CAUT than SHAM kids, however due to a large variation between individuals, this was not significantly different between treatments. There was no evidence of a difference in lying duration or number of lying bouts between treatments (P >= 0.75). Allogrooming, ear biting, feeding, head butting, jumping,, running, and self-grooming did not vary significantly across treatments (P >= 0.06). Changes in the frequency of head shaking, head scratching, head rubbing and body shaking may reflect pain associated with cautery disbudding in goat kids and could be used to assess pain mitigation strategies in future studies.",ELSEVIER SCIENCE BV,SEP,2017,101016japplanim201704001,"[Hempstead, Melissa N.; Waas, Joseph R.] Univ Waikato, Sch Sci, Private Bag 3105, Hamilton, New Zealand./[Stewart, Mairi] InterAg, Ruakura Res Ctr, Hamilton, New Zealand./[Hempstead, Melissa N.; Cave, Vanessa M.; Sutherland, Mhairi A.] AgResearch Ltd, Ruakura Res Ctr, Private Bag 3123, Hamilton, New Zealand.","Sutherland, MA (reprint author), AgResearch Ltd, Ruakura Res Ctr, Private Bag 3123, Hamilton, New Zealand.",NA
"Behavioural response of invasive Mytilus galloprovincialis and
indigenous Perna perna mussels exposed to risk of predation",10222,"Nicastro, K. R.
Zardi, G. I.
McQuaid, C. D.",MAR ECOL PROG SER,"BLUE MUSSEL; INDUCIBLE DEFENSES; WAVE EXPOSURE; SOUTH-AFRICA; EDULIS;
CRAB; PARASITISM; GASTROPOD; DYNAMICS; LINNAEUS",clumping behaviour; invasive species; risk of predation,"We compared the behavioural responses of an indigenous South African mussel (Perna perna) and an invasive mussel (Mytilus galloprovincialis) to the risk of predation. Both species were subjected to the specific risk of predation by the native rock lobster Jasus lalandii and the general risk of predation simulated by the presence of damaged conspecifics. We hypothesised that, because M galloprovincialis evolved in allopatry from the rock lobster, P. perna would respond more strongly to J, lalandii, but that there would be less difference between species in their response to damaged conspecifics. The results confirmed our initial hypotheses. M galloprovincialis crawled farther under both predation treatments and generally aggregated more than P. perna. P. pema has a larger foot, and our results therefore do not reflect morphological differences between the species but imply greater sensitivity in M galloprovincialis to chemical cues. Crawling distance was not enhanced under predation threat relative to the control; therefore, increased clumping due to more rapid random movement cannot explain our results, indicating that chemical attraction among individuals is important. P. perna clumping behaviour was significantly greater when exposed to local lobster effluent or damaged conspecifics, whereas M galloprovincialis clumped more when exposed to a general threat of predation but exhibited naive behaviour to local predator effluent. This lack of responsiveness to a native predator could be due not only to the recent arrival of the European mussel, but also to the relatively low selective effects of predation in South Africa.",INTER-RESEARCH,NA,2007,103354meps336169,"Rhodes Univ, Dept Zool & Entomol, ZA-6140 Grahamstown, South Africa.","Nicastro, KR (reprint author), Rhodes Univ, Dept Zool & Entomol, POB 94, ZA-6140 Grahamstown, South Africa.",10_3354_meps336169
